pdf_page,chars,preview
59,828,"63條 及 第 “ 條 )。 本席於大法官解釋 時期 ,即 曾就 「法令經大法官解釋 宣 告違 憲 ,且 應立即失效者 ,非該解釋之聲請人 ,但 先前 已遭 法院適 用該違 憲法令 ,而受不利終局確 定刑 事裁判之 當事 人 ,得 否持上開解釋請 求救濟 」之 問題 ,於 生 0"
60,758,"被 執行 殘刑 之 無期徒 刑 受刑 人 ,其 人身 自由 自屬 遭 重大侵 害 。有鑑於 比 ,m3憲 判 2判 決 ,除 以第 1項 主文 宣告該二 規定違 憲且定期 (2年 )失 效 外 ,另 以第 5項 主文諭知 ,本 判決之效 力 ,亦及於 聲請 人以外之其他被依該二規"
61,1086,"行 為 時之 法律 。但行 為後 之法律 有利於行 為人者 ,適 用最有 利於行 為人之 法律 。 (第 2項)沒 收 、非拘 束人身 自由之保安 處 分適 用裁判 時之 法律 。」由是可知 ,倘 刑 法於 人 民行 為後 有 變更 ,且 係對 人 民人身 自由限制 為 更不利之"
62,880,"準此 ,從 刑 法體 系整體觀之 ,同 為新 舊法應如何 適 用之 法者卻不附理 由 ,訂 定 系爭規定二及 四 ,採 準則性規 定 ,立 取與刑 法 第 2條 第 1項 及 第 2項 之原 則性規定不 同 、且較不 利 人 民之 新 舊法適 用標 準 ,在 無期徒 刑 受別 人"
63,760,"者雖修正刑法第 勿 條 ,延 長 「未經撤銷假釋期 間」 (如 86年 11月26日修正延長為假釋後滿 必 年 ),但 並未針對比項修 正 ,另 於刑法施行 法規定如 系爭規定二及 四之 「從嚴 」條款 。 是 國家即不得對本應適用有利規定 (假 釋後滿 生 0年 未經撤 銷假釋"
64,1185,"舊法間應如何銜接 適 用之規定 ,然該規定直接 決定應執行殘 刑之無期徒刑 受刑 人 ,如何情形可適用較短 殘刑期 間 、如何 ,且 新 舊法 問之差距 ,動 輒 以 5年 或 情形應適 用較長殘刑期 10年 起跳 ,故 系爭規定二及 四對應執行殘刑之無期徒刑 受刑 人 而言 ,"
65,1455,"釋期 間 (刑 法第 79條 第 1項 ),從 原先之 上 0年 (2再 年 1月 ), 逐步延長為 必 年 (86年 生 1月 20年 (阿 )1l、 年 2月 )12; 法第 之 上第 ,即 寸月牧銷假釋後執行殘刑期間 (刑 79條 5項 本 判決所稱之 系爭規定一及三 ),"
66,145,"立 法者 卻 持 該 原 因 而通 案地 加 重侵 害其餘 無 期 徒 刑 受刑 人 之 人 身 自由 ,豈 能謂 為無牴觸 憲法之 情 事 。 難道 ,憲 法上 ,任 何 人一經 受無期徒 刑 宣告確 定 ,即 須 終 生戴 著 人身 自由受立法 無止 盡侵 害之 緊箍 咒 ?"
67,703,"忘法庭 113年 忠去︳︳字第 2號 >l︳ 洪部分不同忠見古 揚 忠放大法官 提 出 張攻文大法官 加入 茶 宗珍大法官 加入 朱 宮美大法官 加入 本號判決係分別就 中華民國 86年 l1月 26日 修正公布 及 94年 2月 2日 修正公布並 自 95年 7月 1日 施行之"
68,752,"釋之罪刑 ,因 原假釋之撤銷 ,應如何執行 (包括 是否得再假 釋 )之 規範 。而本號判決審 查標 的之 系爭規定一及三 ,則係 指 其 中就 「無期徒刑 」部分之規範 ,爰先此敘 明 。 就遭判處無期徒刑之受別 人言 ,其 因無期徒刑之執行致 人身 自由受限制 ,係基於規範其"
69,844,"自由再 受 r艮 制期 間之 長短 ,進 而寬認 系爭規 定一及 三 亦有 限 制遭撤銷假釋之 無期徒 刑 受別 人之 人身 自由 ,從 而應 就 系爭 規 定 一及 三 進行 是 否合於 比例原 則之審 查 。 惟如上所 述 ,無 期徒 刑 受刑 人 因假釋 遭撤銷 ,而應 再"
70,1017,"…再接 續執行 他刑 ,第 1項 年 ,… 有 關合併 計 算執行 期 間之 規 定不適 用之 」之 內容 ,並 參 以 同條 即刑 法 第 79條 之 1第 1 項規 定 :「 二 以上徒 刑併 執行 者 ,第 77條 所 定最低應 執行 之 期 間 ,合 併 計 算之 。」以"
71,867,"度 假 釋 所 致 撤 銷 假 釋 本 應 執 行 之 殘刑 不 能 完全 執 行 之 不 合 理 現 象 ,是 其 目的 乃係 為避 免執行 殘刑 期 間二度假 釋 之 不合 理 現 象 。 (三 l︳ )系 爭規定一及三而於無期徒研 殘研 年技之制定及 修正 ,你為兵無期及有"
72,71,"徒 刑 之假 釋 最 低 應 執 行 期 間及 有 期徒 刑 之 可 能 殘刑 期 間 等 相 關規範 ,予 以整體衡 量之結 果 。 6"
73,791,",無 1項 規定 〈附表一〉年數變動比較表 接 , 以上 ,而 有 期徒 ,盚 期徒刑 , 許假 釋 出 接 續 執行 ,有 ;二 得許假 釋 。 40年 25年 ,得 ,再 者 ,亦 25年 有 關合併 計 算執行 期 徒 別 齒 20年 刑 逾二 分之 一 、累犯 逾三 分之"
74,898,"三 、系爭規定一及三其 怎法比例原則尚屈無連 (一 )系爭規定一及三之規先目的正古 查假 釋 係 一種 附條 件 提 前釋 放 受徒 刑 執 行 之 人 之 行 刑 措 施 及 寬恕制度 ;理 論 上 ,其 係針 對刑期 未滿但 已達 到特別 預 防效 果之 受刑 人 ,使 其提"
75,1146,"系爭規 定一及三針 對遭撤銷假釋之 無期徒 刑 受別 人 ,所 採如 前述擬 制殘刑之執行 方式 ,其 中就殘刑期 間 ,係 採 一律 固定年數 之模 式 , ;另 就殘刑 之執行 ,則 是採應 全部入 監執行 無假 釋 規 定適 用之機 制 ,其 立法 目的係 為避 免執行 殘"
76,965,"一及 三 之 立 法 目的 。又 此種 就 無期徒 刑 經 由立 法所 明 文之 「固定年數 殘刑 」,既涉及刑 之執行 ,且畢竟仍 是針 對原應 執 行 者 係 無期徒 刑 ,所 為殘刑 「有期徒 刑化 」之擬 制 ,故 是 否 考 量 無期 徒 刑 受刑 人 遭撤 銷 假 釋"
77,794,"綜上所述 ,系 爭規 定一及 三之規範 目的正 當 ,且 其規定 之 手段 與 其規範 目的之達成 間具合理 關聯 ,而 與 憲法 比例原 則 尚屬 無違 。 參 →而於本號判決之疑我 一 、本號判決主文一即主文第一項有將立法政 策要 古兵 否事項 ,作為速 忠希出之疑我 本 號"
78,629,"形成 空間 ,而系爭規定一及三所採之擬制殘刑制度 其 目的係屬正 當 ,亦 經本 意見書說 明如上 ,且 本號判 決亦肯認 此殘刑制度之 目的正 當性 (本 號判 決理 由第 38段 參照 )。 2、 系爭規 定 一及 三所 定之 殘刑 期 間既係 針 對 「無期徒 刑 」所 為"
79,596,"〈附表二 〉判決主文第一項所列未區別撤銷假釋原 因之 態樣表 另﹉犯罪 有再入 銷 其假 釋 。」 ,而 開在 10日以上 察 官得 聲請撤銷保 ,撤 ;離 : ,檢 月至 少 向執行 保 護 管束者 獄 長得 報 請撤銷假 釋 。」 節重大者 ,每 ,典 遵 守左 列事項 ,情"
80,876,"二 、不 同忠本現去 l︳ 決主文二至六 即主文 第二項 至 年六項 部分 ,而 其 中主文二之理 由所例示之過沒措施及主文 五並有兵主文一患 旨相左 等之疑我 本 號 判 決 主 文 二 至 六係 針 對 主 文 一 就 系爭 規 定 一及 三 所 為違 憲並 定期 失效 之 "
81,831,"部 分 1、 有兵 主文一忠 旨是否相符之疑危 因主文二 而於 理 由 中例 示之 過 渡措 施 內容為 :「 逾期 未 完成修 法 ,相 關機 關就無期徒刑撤 銷假 釋執行 殘餘 刑 期之個 案 ,應 依本判 決之 意 旨 ,另 為符合 比例原 則之適 當處 置 ,不 受應執行"
82,1084,",以 或違反保 安處 分執行 法之規 定 」 及 未 區別 『另犯 罪 』之 情 節 暨所犯 之 罪應 執行 之刑 之輕 重 ,以 及假 釋 期 間更 生計 畫執 ,而 行 之 成效 等 因素 」 觀 其整體 文 義 ,並佐 以本 號判 決理 由第 45段 所稱 ．…．．是於撤 "
83,830,"2、 有是否限館主文二所斌子個 朱我士稚之疑 我 本號判 決 主文二就經撤銷假釋 之 無期徒刑 受別 人 ,其 應 執行 之殘刑 ,如 逾期 未修 法之過渡措施 ,係 僅表 明 「．…‥個 案 ,應 依 本 判 決 之 意 旨 ,另 為 符 合 比 例 原 則 之 適 當 處 …"
84,1443,"以上 ,各 刑 合併 之刑 期 以下 ,定 其刑 期 。但 不得 逾 30年 。」 ,有 「受徒 刑 之執行 而有悛悔實據 者 ,無 期徒 刑 逾 25年 期徒 刑 逾 二 分之 一 、累犯 逾三 分之 二 ,由監獄 報請 法務 告├ 得 許 ,而接 續執 假釋 出獄 。」「二 "
85,991,"平之處 。 惟上述立法者所 關注之衡 平 ,於 本號判 決前 開層級化過 渡措施之例 示下 ,姑 不論有期徒 刑 之 殘刑 是否 因本 號判 決主 文 一而引發 有 否違 憲之爭議 ,單 僅 就例 示之層級化 過渡措施 言之 ,若 立法者 未 能於 2年 期 限內完成修 法 ,遭"
