pdf_page,chars,preview
30,526,"中華民國刑法第 3 條第 5 款之罰金或同 法 第 41 條易服社會勞動 （ 附 件 13 ) 並 無二異，同樣會對行為人之人身自由及 財產權產生相當程度的負擔。 (4 ) 不應以未經刑事審判程序而倒果為因， 遽認非屬刑事處罰 否定緩起訴處分之意見， 多以該緩起訴 處分之作成， "
31,520,"視現制之法律效果對人民所造成之重 擔 。 是以， 以正當法律程 序推斷 緩起訴 處分是否為刑罰， 當非的論。 2 、 退步言之， 縱然緩起訴處分非屬刑事罰， 仍為 行政裁罰 ( 1 ) 緩起訴處分具有行政罰鍰 臺灣高等法院暨所屬法院9 6 年法律座 談會刑事類提案第36號處理「 "
32,562,"次 按 「 …似乎不必一直侷限在緩起訴處 分是否刑事處分的問題點上， … ， 以行 政法保護人民權利之觀點來說， 緩起訴 處分是實質刑事處罰也好， 是偏向於行 政罰也好， 重點應置於緩起訴處分之裁 罰性法律效果上。 …」（ 附 件 14 ) 由是 可知， 緩起訴處分既然具有裁罰性"
33,517,"欠缺任何合理正當目的而屬恣意為之 1 、 維護法益若已相同， 則不同法律條文之個別構 成要件所欲規範之事項及其規範目的已獲關 注 ； 法律效果裁量行使之審酌範圍若已涵蓋， 則代表規範目的已獲滿足。 ( 1 ) 檢察官作成緩起訴處分同為行政機關職 權之行使 依據法院組織法第63條 "
34,475,"繳稅捐）（ 附 件 15 ) ， 探其立法理由 及檢察官作成本件緩起訴處分之行 政目的皆在制裁以詐術或其他不正 當方法匿報、 短報、 短徵的扣繳義務 人 ， 以儆效尤， 並藉以維護依法課稅 之法益。 B . 相同地， 本件稅捐稽徵機關所引之所 得稅法第114條 第 1項 ： 「 "
35,538,"依刑法第57條規定： 「 科刑時應以行為 人之責任為基礎， 並審酌一切情狀， 尤 應注意下列事項， 為科刑輕重之標準： … 八 、 犯罪行為人違反義務之程度。 九 、 犯罪所生之危險或損害。 十 、 犯罪後之 態度。」（ 附 件 17 ) 乃檢察官作成緩起 訴處分時， 裁量權行使"
36,602,"其性質與不起訴處分不生任何不利於當事人之法 律效果相比， 大相逕庭。 然而， 系爭二函釋使已 承受緩起訴處分之當事人再受到與不起訴處分相 同之不利對待，自屬「 不等者等之」 ， 與平等原則 顯然有違。 四 、系爭二函釋將緩起訴處分視同行政罰法第26條 第 2 項 「 不起訴處分」"
37,548,"(一）雙重危害保障原則為我國憲法規範 内 涵 1 、 美國法上的雙重危害保障亦為我國憲法第22 條規定之憲法原則 (1 ) 美國聯邦憲法制定時， 將已見諸殖民地 各州憲法之條款列入聯邦憲法修正案第 五 條 ， 此乃眾所熟知之雙重危險保障條 款 ( double jeopardy "
38,820,"(1 ) 按美國憲法第五條所延伸的雙重危害保 障原則•其意旨乃在於「 藉由將伴隨著 某些指控而來的審判限制在一次， 將訴 訟過程中的花費、 壓力以及傷害降到最 低 。 一旦被告被宣判無罪， 他再也不需 要為了同樣罪名經歷之前所受的那些壓 力以及折磨， 並浪費金錢。」以及節省 司法"
39,529,"就該國稅務案件逕作比較， 合先敘明。 惟該國就人民其他事件之違法行為所欲 加施的民事金錢裁罰亦曾有高於一倍以 上之情事， 惟皆被其聯邦最高法院宣告 違悖雙重危害保障原則而應撤銷。 職 是 ， 本聲請書爰擷取本件國稅局所適用 之法律及其法律效果為「 高於漏稅金額 之金錢裁罰」之特徵"
40,1404,"於阻止或報應而生， 則屬於刑事處罰 4。 換言之， 當政府無法提出合理關 聯 ， 說明該項民事裁罰僅是作為彌補 政府的損失及費用， 即構成二次刑事 處罰5。 B . 金錢裁罰與漏未申報之價額相同之 案例一 United States v . Hal 1 (730 F Sup . "
41,580,"則之 内 涵投射於刑事法律處罰後之再行 裁罰請求， 乃須判斷後續再行裁罰之請 求 ， 是否構成二次刑罰。 而政府須證明 其因調查行為人之犯行所花費之費用及 因調查所生之損失與其請求裁罰之金額 相當， 始得避免成為「 二次刑罰」 。 換言 之 ， 若政府未舉證其費用及損失， 則後 "
42,632,"當 。 立法者針對特別應予非難之違反行政法上義 務行為， 為求執法明確， 以固定之方式區分違規 情節之輕重並據以計算罰鍰金額， 而未預留罰鍰 之裁量範圍者， 或非憲法所不許， 惟仍應設適當 之調整機制， 以避免個案顯然過苛之處罰， 始符 合憲法第二+三條規定限制人民基本權利應遵守"
43,549,"適用之； 曾經裁處， 因訴願、 行政訴訟或其他救 濟程序經撤銷， 而於修正施行後為裁處者， 亦同。 」 上開條文意旨， 將行政罰法第26條第3項條文意 旨亦得溯及適用於修正施行前， 違反行政法上義 務之行為亦同時觸犯刑事法律之案件。 足見立法 者試圖矯正過去違反一事不二罰之違憲狀"
44,786,"本乙份。 附 件 2 : 臺北高等行政法院 1 0 年度訴字第 1 749 號判決影本乙 份 。 附 件 3 : 最高行政法院 1 0 1 年度裁字第 224 0 號裁定影本乙份。 附 件 4 : 台灣桃園地方法院檢察署緩起訴處分書影本乙份。 附 件 5 : 台灣桃園地方法院檢察"
45,215,"乙份。 附件 2 : 490 U . S . 435 ( United States v . Halper ) 影本乙份。 附件 23 : 730 F Sup . 646 ( United States v . Hal ) 影本乙份。 附件2 4 : 鈞院釋字第641號解釋文既解"
