pdf_page,chars,preview
30,547,"序 ， 請求刑事法院以刑事審判程序審理？ 換 言 之 * 不論其前後程序皆被定性為刑事程 序 ， 其所作成之處分焉能否認其刑事性質， 而謂其非為「 刑事懲處」？臺灣高等法院暨 所屬法院96年法律座談會刑事類提案第36 號研討意見（ 附件12 ) 指出「 緩起訴處分， 仍 有 『 "
31,577,"(前者乃經刑事審判程序， 後者則為行政程 序） ， 惟作成程序之落差， 乃係緣於刑事判決 所生之刑罰對於人民造成基本權利之影響較 一般行政罰而言為嚴重。 是故， 基於正當法 律程序原則， 形成該較嚴重不利效果之刑 罰 ， 必須經由組織及程序上較為嚴謹之法院 為之。質言之， 刑罰較"
32,567,"處分並附條件為捐款命令是刑事處分； 亦有 認為因未經法院裁判所為之處罰非刑事處 分 ， 但捐款行為具行政罰鍰的性質， 故行政 機關不得再就同一行為課以行政罰鍰。 」 （ 見 附件12 ) 由是可知， 緩起訴處分， 其性質為 行政罰鍰。 B . 附系爭條件之緩起訴縱非行政罰鍰， 至"
33,588,"二函釋將緩起訴處分視為不起訴處分， 其僅以「 此 觀諸刑事訴訟法第256條規定自明」 之法務部函釋 為據， 卻未曾說明刑事訴訟法第256條如何彌平緩 起訴處分實際上對人民所施加之刑罰性質負擔及 立法目的上與不起訴處分迥異之處， 復未提出其他 「 正當理由」 ， 實未能通過平等原則"
34,552,"追訴權限， 所擔任刑事訴訟程序之一造，旨 在維護社會秩序及公共利益， 同為行政權之 一環。 a 違反稅捐稽徵法第42條第1項所作成之緩起 訴處分與所得稅法第114條 第 1項行政罰鍰 所據法律所維護之法益相當 a •緩起訴處分， 所據法條除前揭刑事訴訟法 第253條 之 1， 尚"
35,600,"稽徵法第42條與所得稅法第114條第1項 之行政目的不同。 C . 再 者 ， 作成緩起訴處分所審酌事項已涵蓋稅 捐稽徵機關之裁量基準所適用該節， 堪認經 緩起訴處分作成， 行政目的已達 依刑法第57條規定： 「 科刑時應以行為人之 責任為基礎， 並審酌一切情狀， 尤應注意下 列"
36,619,"5 . 綜上所述， 不論緩起訴處分係刑事罰或行政罰， 其 性質與不起訴處分不生任何不利於當事人之法律 效果相比， 大相逕庭。 然而， 系爭二函釋使已承受 緩起訴處分之當事人再受到與不起訴處分當事人 相同之不利對待，自屬「 不等者等之」 ， 復欠缺任 何合理正當目的而恣意為之， 與"
37,591,"( 五 ) 系爭二函釋將緩起訴處分視同行政罰法第26條第2 項 「 不起訴處分」違反雙重危害保障原則 1 . 雙重危害保障原則亦為我國憲法原則 (1 ) 美國法上的雙重危害保障亦為我國憲法第22條 規定之憲法原則 A . 美國聯邦憲法制定時， 將已見諸殖民地各州 憲法之條款列入聯"
38,865,"八 . 依美國憲法第5 條所延伸的雙重危害保障原 則 ， 其意旨乃在於藉由將伴隨著某些指控而 來的審判限制在一次， 將訴訟過程中的花 費 、 壓力以及傷害降到最低。 一旦被告被宣 判無罪， 他再也不需要為了同樣罪名經歷之 前所受的那些壓力以及折磨， 並浪費金錢。 此 外 ， 亦有"
39,848,"件之違法行為所欲加施的民事金錢裁罰亦曾 有高於一倍以上之情事， 惟皆被其聯邦最高 法院宣告違悖雙重危害保障原則而應撤銷。 職 是 ， 本聲請書爰擷取本件國稅局所適用之 法律及其法律效果為「 高於漏稅金額之金錢 裁罰」之特徵， 而與下述美國最高法院的見 解所適用對象之特徵相同， 以"
40,1230,"’該項民事裁罰僅是作為彌補聯邦政府的損 失及費用， 即構成二次刑事處罰。 3 b , 金錢裁罰與漏未申報之價額相同之案例一 件 23 ) 本 案 被 告 H a l 因出國攜帶美金額 1 ， 0 3 5 ,0 0 元的票據而故意未申報， 觸犯聯 邦法律經認罪協商後， 判處一年有期"
41,609,"「 二次刑罰」 。 換言之， 若行政機關未舉證其 費用及損失， 則後續之裁罰請求則被視為係 基於阻止或報應而生之刑罰， 亦應該受 到雙重危害保障原則之適用。 (3 ) 雙重危害保障原則於系爭二函釋之適用 本件因系爭二函釋將緩起訴處分解釋為不起訴 處 分 ， 使北區國稅局後續以聲請"
42,691,"據以計算罰鍰金額， 而未預留罰鍰之裁量範圍者， 或非憲法所不許， 惟仍應設適當之調整機制， 以避 免個案顯然過苛之處罰， 始符合憲法第二十三條規 定限制人民基本權利應遵守比例原則之意旨。 」 業 經 鈞 院 釋 字 第 641號解釋理由書闡明（ 附件24 ) 在案。 是以， 責罰"
43,629,"律之案件。 足見立法者試圖矯正過去違反一事不二 罰之違憲狀態， 而允許有利人民之法律溯及既往適 用之用意。 然本件業經終局裁判確定， 未能溯及適 用上開新修正行政罰法， 然 ， 懇請鈞院參酌上開 新修正法條所彰顯之一事不二罰之憲法原則。 然 而， 為避免人民遭受雙重處罰之不當， "
44,644,"業 經 鈞 院 釋 字 第 374號解釋理由書（ 附件25 ) 闡 釋甚明。是 以 ， 本件原確定判決援引系爭決議 内 容 而駁回聲請人之訴， 則系爭決議之位階既與命令相 當 ， 自得為鈞院違憲審查標的而為無效之宣告， 合先敘明。 (二 ) 系爭決議之位階與命令相當， 此經鈞院釋"
45,625,"2 . 行政罰法為行政罰之一般總則性規定， 是以其他法 律就行政罰之適用另有規定者， 自應優先行政罰法 而為適用， 此觀行政罰法第1條規定暨其立法理由 自明 (1 ) 按中央法規標準法第16條規定： 「 法規對其它 法規所規定之同一事項而為特別之規定者， 應 優先適用之。 」 ，"
46,653,"(3 ) 再 按 「 稅捐之稽徵， 依本法之規定， 本法未規 定者， 依其他有關法律之規定。 」及 「 滯納金、 利 息 、 滯報金、怠報金、 短估金及罰錢等， 除 本法另有規定者外， 準用本法有關稅捐之規 定 。 」稅捐稽徵法第1條及第49條前段分別定 有明文。因此， 依稅捐稽"
47,657,"則 ？… 。 … （ 四）…但 是 ， 租稅行政罰則不 然 ， 並無法律權利義務關係確定問題， 而是政 府要對不遵守租稅行政規定的納稅義務人要如 何裁處罰鍰， 才能促其遵守稅法規定， 如期履 行繳納稅捐義務。 所以連刑法都准許對犯罪行 為人給予『 從新從輕』的待遇， 租稅行政罰更"
48,609,"(2 ) 系爭決議以「 是關於修正後行政罰法第26條第 3 項之適用， 同法第45條第3 項自應優先於稅 捐稽徵法第48條之3 ， 故修正後行政罰法第26 條第3 項施行前， 依所得稅法第110條第1項 規定處罰之案件， 不得因稅捐稽徵法第48條之 3規定， 而認有修正後行政罰法"
49,712,"肆 、關係文件之名稱及件數 附 件 1 :財政部96年3 月6 日台財稅字第09600090440號函影本 乙份 附 件 2 :最高行政法院102年度判字第93號判決影本乙份。 附 件 3 :最高行政法院102年度1月份第1次庭長法官聯席會議決議影本 附 件 4 : 台灣桃園地方"
50,450,"份 。 附件 22: 490 U .S. 435 ( United States v.Halper ) 影本乙份。 附件 23 : 730 F Sup . 646 ( United States v. Hal ) 影本乙份。 附件24:鈎院釋字第641號解釋文暨解釋理由書影本乙份"
