pdf_page,chars,preview
42,1020,"之權利。」 註十三： 泰國憲法第 4 1 條規定： 「 人民有權依法接受標準的公共健康服務， 且窮人應獲得免費醫療照顧。」 註十四： 印度憲法第 3 8 條第 2 項規定： 「 國家尤應致力於縮小人民收入上 之不平等， 並努力消弭個人間及各集團間， 因居住地域或職業， 而造成之地"
43,877,"頁 5 。 註二十七：同 上 ， 頁 8 。 註二十八： BV erfG E 8 9 , 1 5 3 , 16 9. 註二十九： 即便非如我國傳統孝親文化深遠影響之其他歐美國家， 例如義 大利等， 對於個人綜合所得稅亦有扶養親屬免稅額之規範。 參 照松浦千 誉 ， 4 夕 U 7"
44,1099,"必 要 ， 而變更本院釋字第三八二號解釋， 然就大學以下各級學 校學生， 何以不得一併適用， 某種程度而言， 實際上亦反映社 會對於年齡之刻板印象， 在大學生已接近成年齡， 應較具獨 立成熟之身心發展， 而確認其受憲法訴訟權保障之主體， 而對 於大學以下各級學校學生， 仍採取一種"
45,864,"協同意見書 大法官陳新民 em ploym ent and ocupation , 2000/ 7 8/ E C ) 進一步規範禁止年齡 歧視之具體作法。 至於歐洲人權公約雖未有明文禁止年齡歧視， 然於歐洲人權法 院相關判決中， 亦肯認年齡亦屬於歐洲人權公約所保障之其他 身分地位"
46,765,"吳中宗族甚眾， 於吾固有親疏， 然以吾祖宗視之， 則均是子 孫 ， 固無親疏也。苟祖宗之意無親疏， 則飢寒者吾安得不恤也。 自祖宗來積德百餘年， 而始發於吾， 得至大官， 若享富貴而不恤 宗族， 異日何以見祖宗於地下， 今何顏 以入家 廟乎？ 宋•范仲淹•戒諸子及弟侄 本號解釋多"
47,744,"課予人民的租稅義務， 必須公平（ 本院釋字第五六五號解釋理由 書有云： 「 依租稅平等原則， 納稅義務人固應按其實質稅負能力， 負擔應負之稅捐」 ） 。 在此一前提下， 固應尊重、 並討論立法者的 租稅立法裁量範圍， 但只要立法者違反此一義務， 即可論以違反 「 恣意禁止原則」，"
48,702,"到立法者享有較大的裁量範圍。 按所謂的租稅優惠， 乃納稅 義務人滿足一定要件下， 法律給予其稅捐利益， 亦即減少稅 捐的義務， 故此即屬於租稅法律主義之適用範圍（ 本院釋字 第三六九號解釋） 。 由於稅捐優惠已經可能造成違反平等原則 之 「 實質課稅主義」之 虞 ， 故立法者對於"
49,677,"取 「 較嚴格之審查標準」 ， 顯示出系爭規定已經有要確保弱勢 人民擁有「 合乎人性尊嚴之基本生活需求」 （ 參見本院釋字第 四八五號解釋理由書） 。 本席認為系爭規定仍是維持優惠論， 其理由如下： ( 一）基 於 「 體系正義」的解釋方式 體系正義（ Systemsgerech"
50,619,"示同意前例。 同樣的， 在本院不久前作出之釋字第六九二號解 釋 ， 雖然系爭標的不完全一致一該號解釋之解釋對象為 本號解釋系爭規定的同條第二目， 但探究的法規性質相 當接近： 都是涉及到免稅額的範圍 一 該號解釋在二十歲 以上， 在校就學子女； 本號解釋則為二十歲至六十歲間 的無"
51,725,"定空間。憲法所欲控制者乃符合平等原則（ 租稅正義） 或是個別基本人權之制度性保障。 先以後者為論， 典型例子為財產權必須擁有充分的 「 私使用性原則」（ Privatnitzigkeit ) ， 讓人民努力工作獲 得財產後， 得保有絕大多數的財產， 來延續生命、 發展 人生， 不"
52,652,"本席在釋字第六七六號解釋所提出的不同意見書，已經 對此司法自制的必要有甚多闡述， 在此不多加贅述。 顯現在扶養的減免額設計的制度上， 立法者也可享 有相當大的形成權限， 例 如 ： a . 要否採行減免額的決定， 如果不採行此制， 亦不當 然違憲。 b . 減免額的目的： 例如為"
53,684,"這是屬於一種非立法時所得預料的錯誤判斷， 當然不一 定會造成違憲後果， 立法者可以容有改變之可能性（ 及 義務）， 尤其是立法者為因應有些財政、 科技等新興事 務 ， 所為的立法對策， 容有讓立法者累積經驗的空間。 但立法者預測乃是被驗證出當初判斷乃基於不正確的事 實 、 論理依"
