pdf_page,chars,preview
31,677,"要說明的是， 即使是在作為容器附件之瓶蓋之 内 墊， 其中所 含有之 PVC 材 質 ， 亦僅佔瓶蓋 内 墊整體之微量比例而已， 更別說 在整個容器及附件總重量中其所佔之比例更是微乎其微。 上開法 規命令之計算公式是將容器附件含有 PVC 材質之成分者， 不論 PVC 實際上在整"
32,672,"【 表 1 :相同容量不同容器之廢棄物清除處理回收費】 1 、 依據上開比較表， 假設 A 業者產品使用完全以 PVC 材質作成之 容 器 ， 而 B 業 者 （ 以本案聲請人之產品為藍本）產品使用之容 器本體則為玻璃瓶， 僅在容器附件中之瓶蓋 内 墊中含有微量之 PVC 材 質"
33,622,"A 業者卻是使用重量高達29 g 之 PVC 。 兩者含有之 PVC 重量差 距達36倍有餘， 但 B 業者卻必須繳納比 A 業者高出一倍不止之 廢棄物回收清除處理費。 2 、 承上例， 假設 C 業者產品使用之容器本體亦為玻璃瓶， 但容量 只有 300 c ， 亦同樣使用 PV"
34,693,"首先由徵收廢棄物回收清除處理費之體系正義以觀， 其費用 之決定基本上是建立在「 肇因者原則」之上。亦即應繳納之費用 之高低， 原則上必須考量業者使用之材質對於環境之污染危害程 度加以決定。 在前述例子1 ， A 業者產生之環境污染危害程度顯然遠大於 B 業者數十倍不止， 但 B "
35,673,"棄物回收清除處理費， 等於形同受到變相之嚴厲處罰。 故上開法 規命令規定之區別對待之標準與其所要追求之行為誘導之管制性 目的根本是南轅北轍， 背道而馳。 這當然也明顯違反負擔平等原 則 。 由前述例子2 可以進一步看出， 在上述法規命令規定之區別 對待標準下， 決定廢棄物回收清除"
36,672,"規定下， 廢棄物回收清除處理費高低區別對待之標準毋寧是將重 點錯誤地放在容器本身重量， 明顯違背事理。 (肆）聲請釋憲標的之法規命令違反比例原則 按立法者有意以課徵特別公課為手段， 藉由增加業者金錢負 擔 ， 以達到引導業者改變或減少其製造 PVC 材質之目的， 依據大 法官向來"
37,635,"2 、 若是肯定， 則計算出容器加上附件之總重量， 再依據容器原本 材質之費率（ 例如本案聲請人使用之容器為玻璃） 加重100%。 若只從形式上 觀 察 ，上開規定是直接將原本材質（ 例如玻璃） 之費率加重100%， 亦即加重為兩倍。 但如果比照租稅法上應納稅 額之計算， 係由稅"
38,661,"一 、適合性原則係指法規制訂者採取之手段依據法規制訂時之合 理預測， 必須有助於目的之達成。 上開法規命令之計算方式違反 適合性原則， 理由如下： 按上開法規命令之立法目的， 係為促進 PVC 材質減量化及環 保化之目標， 故採取經濟誘因方式， 引導責任業者減少使用 PVC 材 "
39,713,"以下再舉兩個實務上真實例子予以說明。 如前所述， 感冒藥 水製造業者也使用玻璃瓶身作為容器。另外為了確保瓶蓋與瓶身 之密合， 防止感冒藥水滲漏並確保其品質穩定， 其在瓶蓋 内 墊也 使用 PVC 材 質 。 但是感冒藥水製造業者目前並未因為上開計算公 式而改變其使用 PVC 材質"
40,769,"得已使用微量 PVC 材質者課予不成比例之高額廢棄物回收清除處 理 費 。 蓋唯有如此才能促使 PVC 材質真正比較大幅度地減量。 至 於瓶蓋 内 墊使用微量 PVC 材質者， 則可另實施替代方案如下： 「 容 器瓶身以外之附件與容器之費率分開計費」 。 亦即針對特定產品 之瓶蓋"
41,713,"三 、 狹義比例原則 上開法規命令採取之計算方式， 針對容器附件使用微量之 PVC 材質者， 課予異常高額之廢棄物回收清除處理費， 對業者所造成 之金錢負擔與職業執行自由之限制與所促進之利益顯失均衡，已 違反狹義比例原則， 理由如下： 本案聲請人僅在容器附件使用微量之 PVC 材"
42,749,"另依據上述法規命令制訂當時所開之公聽會記錄， 可以發 現 ， 上開計算公式原本是針對減少業者在容器外包裝使用之 PVC 材質之包膜而來（ 見附件五）因此在制訂當時， 並非針對容器瓶 蓋之 内 墊含有微量 PVC 材質而設。 但由於法規命令規定之範圍過 廣 ， 將容器瓶蓋之 内 墊"
43,333,"法律或命令， 經司法院大法官依當事人之聲請解釋為牴觸憲法 者 ， 其聲請人亦得提起再審之訴」 ， 聲請人即可據以向管轄行政 法院提起再審之訴， 平反冤屈， 以維權利， 實不勝感禱之至。 伍 、關係文件之名稱與件數 附件一： 歷審判決影本各乙份。 附件二： 環保署107年度業務計晝"
