pdf_page,chars,preview
43,888,"法相關規定拒絕證言之權利，其規定尚不生牴觸憲法問題 。 〔第 3 1 ( 3 ) 第 5 〔第 3 1 2 查於調查程序負有出席作證義務，應接受詢問之政府人員 與人民 ， 其得拒絕證言之事由 ， 本不限於本項所定 「調查委員會 已逾越其職權範圍或涉及法律明定保護之個人隱私而與公共"
44,878,"違反憲法比例原則之要求 。 是本條規定關於 「經主席同意」 之限 制部分 ， 牴觸憲法 ， 應自本判決宣示之日起失其效力 。 接受調查 詢問之人員 ， 均得偕同律師或相關專業人員到場協助 ， 毋須經主 席同意 。 〔第 1 7 六、 職權行使法關於聽證會之舉行部分：第 59 1 "
45,888,"範疇 ， 不生牴觸憲法問題 。 惟立法院各種委員會舉行公聽會或聽 證會 ， 邀請政府人員及社會上有關係人員到會備詢 ， 如其會議之 舉行不符委員會開會之要件（立法院各委員會組織法第 定參照） ，即非屬委員會依法開會之情形，政府人員即無依憲法 規定意旨到會備詢或答詢之義務，從而受邀"
46,896,"之 9 有紊亂聽證會之屬性與權限範圍之嫌，從而亦可能混淆被詢問 人之權益範圍 ， 致生爭議 ， 立法院就此部分之規定 ， 允宜檢討修 正 。 〔第 344 2. 第 59 〔第 3 45 本項規定所定「應邀出席人員」 ，依憲法第 67 定意旨 ， 應包含政府人員與社會上有關係人員"
47,785,"制，違反憲法比例原則之要求。是本條規定關於「經主席同意」 部分，牴觸憲法，應自本判決宣示之日起，失其效力。政府人員 或與調查事件相關之社會上有關係人員 ， 於應邀出席聽證會時 ， 均得由律師 、 相關專業人員或其他輔佐人在場協助 ， 毋須經主席 同意 。 〔第 50 4. 第 5"
48,943,"乃屬憲法責任政治要求下，行政院應對立法院負責之政治責任 之一環，非屬受邀出席之政府人員個人基於法律義務而生之法 律責任 。 而憲法上之政治責任 ， 非可由立法院一方立法轉換為個 人性法律上責任 ， 並以裁罰手段迫其履行義務 。 況立法院僅於為 有效行使調查權中之詢問權 ， 始得享"
49,844,"政府人員應邀出席立法院各種委員會，並為說明或陳述意 見 ， 係基於責任政治下 ， 行政院須對立 法院負責之憲法要求 ， 乃 屬政治責任之性質 ， 無涉法律責任 。 同理 ， 政府人員出席委員會 所舉行之聽證會 ， 並就立法委員之詢問而為證言 ， 亦屬行政院應 對立法院負責之憲法要"
50,889,"人民身體之自由應予保障，憲法第 制人身自由之刑罰 ， 嚴重限制人民之基本權利 ， 係屬不得 已之最 後手段 ， 是立法者就特定型態之不法行為 ， 欲採限制人身自由之 刑罰手段予以制裁者 ， 其規定須符合憲法比例原則之要求 ， 即其 立法目的須為追求憲法上重要公共利益或維護重要法益"
51,478,"又就本條規定所欲處罰之公務員虛偽陳述行為而言，行政 首長或政府人員於立 法院會 、 委員會或調查 （聽證） 程序為陳 述，於涉及事實性陳述部分，固須據實為之，不得為虛偽陳述， 惟其就陳述內容所負責任 ， 仍屬政治責任 ， 無涉法律責任 。 行政 首長或政府人員於立法院之陳述內容，"
52,795,"大法官就主文所採立場如下表所示： 主文項 同 意 大 法 不 同 意 大 法 第一項 許大法官宗力、蔡大法官烱燉、 許大法官志雄、黃大法官昭元、 第二 許大法官宗力、蔡大法官烱燉、 尤大法官伯祥 ( 第二 全部同意 ( 第三 許大法官宗力、蔡大法官烱燉、 許大法官志雄、黃大法官昭"
53,761,"第三 全部同意 ( 第三 許大法官宗力、蔡大法官烱燉、 無 ( 第三 全部同意 ( 項 二 ) 三 四 1 項反 呂大法官太郎、楊大法官惠欽、 蔡大法官宗珍、蔡大法官彩貞、 朱大法官富美、陳大法官忠五、 尤大法官伯祥 許大法官宗力、蔡大法官烱燉、 許大法官志雄、張大法官瓊文、 黃"
54,797,"第三項 許大法官宗力、蔡大法官烱燉、 無 ( 第三項 許大法官宗力、蔡大法官烱燉、 詹大法官森林、蔡大法官彩貞、 ( 第三項 許大法官宗力、蔡大法官烱燉、 詹大法官森林、朱大法官富美 ( 第四項 許大法官宗力、蔡大法官烱燉、 無 ( 第四項 許大法官宗力、蔡大法官烱燉、 無 ( "
55,735,"( 蔡大法官烱燉、張大法官瓊文、 第四項 許大法官宗力、蔡大法官烱燉、 無 ( 第四項 許大法官宗力、蔡大法官烱燉、 詹大法官森林、蔡大法官彩貞、 ( 第四項 許大法官宗力、蔡大法官烱燉、 許大法官志雄、黃大法官昭元 ( 第四項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大"
56,676,"第五項 全部同意 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 第五項 許大法官宗力、蔡大法官烱燉、 無 ( 二 ) 9 章之 1 之規定」部分 三 四 五 六 黃大法官瑞明、詹大法官"
