pdf_page,chars,preview
73,669,"理」與「人民基本權利」，不得作為修憲侵害的客體或標的，構成 修憲界限所在。 針對國民大會一再以修憲權對自身擴權，民怨已久。此一解釋 之聲請，為保障民主憲政秩序、確立人民基本權利保障，對國民大 會之修憲權力予以合憲合理之限制，有其必要性與重要性。特此提 出聲請釋憲案。為維繫立憲主義"
74,709,"二、立法委員依憲法第六十三條有審議預算之權，國民大會機 關之預算、國民大會代表改選 之預算亦臚蘊之。現任國民 大會代表之延任是否合憲有效， 涉諸現任立法委員職權之 行使。 三、另，國民大會於同時通過修正憲法增修條文第一條第一項 至第三項之規定，使國民大會代表及立法委員延任，憲法 "
75,797,"至第四屆立法委員任期屆滿之日止」。 三、非固有憲法之憲法內容之修改是否有其界限？學說上雖有 「修憲有界限說」及「修憲無界限說」之兩種見解，但對 於憲法的修改不得違反「國民 主權原理」與侵犯「人民基 本權利」的意旨，則是學界的通論。憲法之修改必有其界 限，本屆國民大會所修訂通過 之"
76,620,"「國民大會代表修憲之內容有其界 限，國民主權原理與人 民基本權利，不得作為修憲侵 害的客體或標的，構成修憲 界限所在」。 四、針對國民大會一再以修憲權對自身擴權，民怨已久。此一 解釋之聲請，為保障民主憲政 秩序、確立人民基本權利保 障，對國民大會之修憲權力予以合憲合理之限制，有其"
77,655,"曾振農 穆閩珠 鄭龍水 陳健治 李鳴皋 盧逸峰 吳克清 李先仁 徐少萍 朱立倫 黃顯洲 林正二 陳學聖 郭榮振 鄭金玲 鍾利德 陳振盛 朱鳳芝 秦慧珠 徐成焜 徐 慶 元 蔡 豪 伍 澤 元 馮 滬 祥 陳朝容 李慶安 余政道 戴振耀 劉文雄 謝言信 謝章捷 陳宏昌 陳景俊 林忠"
78,764,"二、憲法本文第七十八條賦予司法院解釋憲法之權，再依據憲 法第七十九條、憲法第一百七十三條、司法院大法官審理 案件法規範，大法官執掌違憲審查之釋憲權力。 三、然大法官得否針對國民大會所通過之修改憲法條文內容是 否逾越修憲界限進行審查？並 宣告其無效？確有疑義。 四、為維繫立憲主義之"
79,774,"四、因而，對大法官得否對國民大會通過之修憲案進行違憲審 查，適用憲法本文第七十八條、第七十九條第二項、第一 百七十三條賦予司法院大法官 解釋憲法之權，發生疑義。 五、爰而，依司法院大法官審理案件法第四條第一項第一款、 第五條第一項第三款聲請釋憲，並依第八條第一項擬具聲 請書。 參"
80,768,"四、前述大法官解釋，對違反形式界限之破棄憲法的法律（臨 時條款）進行內容界限之違憲 審查，並非以修憲程序修改 條款（憲法第一百七十四條）途徑行使法規違憲審查權（ 憲法第一百七十一條）。係已 表示大法官得對違反形式界 限之破棄憲法的臨時條款進行 內容界限之違憲審查，如此 ，大法官之"
81,661,"但審查屬於第二次憲法規定的憲法修改 條文，在理論上是 可行的。」在如何就現有法規範中導引出大法官得審查逾 限的憲法修改？許氏以為「關 於適用憲法發生疑義之事項 」之大法官會議法（舊法）規範途徑即可（即現行司法院 大法官審理案件法第四條第一 項第一款）。〈許宗力著， 憲法修改界限論"
82,624,"黃義交 翁金珠 蔡煌瑯 周錫瑋 林瑞圖 王幸男 鄭龍水 張福興 陳榮盛 王昱婷 陳明文 曾振農 穆閩珠 徐少萍 張世良 黃昭順 陳健治 李鳴皋 盧逸峰 吳克清 李先仁 朱立倫 黃顯洲 林正二 陳學聖 郭榮振 鄭金玲 鍾利德 陳振盛 朱鳳芝 秦慧珠 徐成焜 徐 慶 元 蔡 豪 伍 "
83,719,"式所完成中華民國憲法增修條文修正案之二讀與三讀程序 ，不符修憲程序應高度透明以利國民參加之憲法意旨及責 任政治原則，該修正案應自始不生效力。 二、縱以前述憲法修正案程序已有效完成，修正後憲法增修條 文第一條第三項後段有關第三屆國民大會代表任期延長， 與第四條第三項有關第四屆立法委"
84,766,"雖有陳明仁代表質疑重新投票不符合議事規則，主席未 再做處理（以上參見「第三屆國民大會第四次會議第十 八次大會議事錄」，頁十二－十四，及「第三屆國民大 會第四次會議第十八次大會速 記錄」，頁四二－四六） 。 ㈢ 全部修正案逐條表決結束時，已是九月四日淩晨二時二 十分，主席宣布休息二"
85,735,"年四十天，形同「自肥」。亦有學者指出，依第一條第一 項、第二項之設計，選民將以 一張票選出兩種職位之公職 ，兩者間又有一定制衡關係（修改憲法及彈劾總統、副總 統），違反民主選舉及分權基本原則。或對第四條第三項 明定第四屆、第五屆立法委員 任期之起迄日，無異凍結總 統用以制衡立法院"
